股票代號,股票名稱,持股權重,股數,收盤價
2330,台積電,8.29%,1406000,2440.0
2383,台光電,6.98%,563000,5125.0
2059,川湖,5.72%,293000,8080.0
2345,智邦,5.68%,977000,2405.0
3017,奇鋐,5.43%,1009000,2225.0
6223,旺矽,5.23%,326000,6640.0
8996,高力,4.89%,1630000,1240.0
3037,欣興,4.58%,2097000,903.0
3008,大立光,4.41%,420000,4345.0
3665,貿聯-KY,4.31%,955000,1865.0
2327,國巨*,4.08%,2066000,816.0
2454,聯發科,3.75%,406000,3825.0
6584,南俊國際,3.59%,2231000,666.0
6187,萬潤,3.05%,1220000,1035.0
3711,日月光投控,2.64%,1629000,670.0
2303,聯電,2.60%,7000000,153.5
8299,群聯,2.33%,445000,2170.0
2455,全新,2.19%,2753000,329.0
3443,創意,2.18%,211000,4270.0
3661,世芯-KY,2.15%,215000,4135.0
6515,穎崴,2.14%,120000,7375.0
6182,合晶,2.06%,4500000,189.5
8021,尖點,1.84%,1501000,508.0
6488,環球晶,1.41%,394000,1485.0
7751,竑騰,1.13%,372000,1260.0
3583,辛耘,1.09%,566000,794.0
3189,景碩,0.87%,440013,819.0
6139,亞翔,0.53%,250000,883.0
2337,旺宏,0.45%,1343000,138.0
3363,上詮,0.44%,300000,601.0
7734,印能科技,0.38%,56000,2770.0
6805,富世達,0.37%,109000,1410.0
5289,宜鼎,0.36%,98000,1515.0
3260,威剛,0.35%,358000,405.0
3264,欣銓,0.04%,72000,225.0
3491,昇達科,0.00%,1000,1260.0
