股票代號,股票名稱,持股權重,股數,收盤價
2330,台積電,8.54%,466000,1530.0
3017,奇鋐,6.07%,328000,1545.0
2383,台光電,5.34%,266000,1675.0
8299,群聯,4.80%,299000,1340.0
2308,台達電,4.76%,413000,962.0
3665,貿聯-KY,4.53%,251000,1505.0
2345,智邦,4.34%,298000,1215.0
6223,旺矽,3.95%,148000,2230.0
2059,川湖,3.79%,84000,3765.0
6669,緯穎,3.54%,68000,4350.0
7769,鴻勁,3.08%,76000,3380.0
6274,台燿,2.94%,489000,502.0
6515,穎崴,2.83%,85000,2775.0
2360,致茂,2.61%,279000,781.0
6781,AES-KY,2.41%,150000,1340.0
1519,華城,2.24%,240000,778.0
6805,富世達,2.17%,112000,1615.0
3163,波若威,2.16%,473000,381.0
3324,雙鴻,2.09%,171000,1020.0
8996,高力,2.07%,300000,576.0
3131,弘塑,2.03%,113000,1500.0
2451,創見,1.98%,900000,183.5
3260,威剛,1.95%,675000,241.0
5536,聖暉*,1.86%,200000,775.0
2368,金像電,1.85%,221000,697.0
6584,南俊國際,1.82%,451000,336.0
2408,南亞科,1.78%,786000,188.5
8210,勤誠,1.75%,148000,986.0
6442,光聖,1.36%,89000,1280.0
3529,力旺,1.24%,60000,1730.0
2382,廣達,1.04%,330000,263.0
2344,華邦電,0.89%,963000,76.9
5289,宜鼎,0.87%,141000,517.0
3231,緯創,0.84%,483000,146.0
3037,欣興,0.79%,300000,220.5
2317,鴻海,0.73%,263000,231.0
3653,健策,0.33%,10000,2725.0
3189,景碩,0.32%,175000,150.5
6531,愛普*,0.31%,62000,411.0
8046,南電,0.30%,104000,240.5
5439,高技,0.30%,77000,320.0
