股票代號,股票名稱,持股權重,股數,收盤價
2330,台積電,7.07%,926000,1990.0
6442,光聖,4.36%,510000,2230.0
2383,台光電,4.24%,332000,3325.0
3037,欣興,4.03%,1678000,626.0
2345,智邦,3.81%,546000,1820.0
6515,穎崴,3.75%,114000,8560.0
6223,旺矽,3.51%,201000,4545.0
3017,奇鋐,3.21%,380000,2200.0
3163,波若威,3.20%,695000,1200.0
3105,穩懋,3.10%,1764000,458.0
8996,高力,3.09%,735000,1095.0
3533,嘉澤,3.05%,353000,2250.0
8299,群聯,2.94%,446000,1720.0
2360,致茂,2.74%,380000,1880.0
2059,川湖,2.51%,196000,3335.0
7769,鴻勁,2.30%,146000,4100.0
8046,南電,2.22%,882000,655.0
7751,竑騰,2.20%,293000,1960.0
2408,南亞科,2.16%,2499000,225.5
6669,緯穎,2.10%,150000,3645.0
6510,精測,2.06%,157000,3420.0
8358,金居,1.96%,1776000,287.0
4749,新應材,1.91%,541000,919.0
3665,貿聯-KY,1.71%,200000,2225.0
3081,聯亞,1.69%,190000,2320.0
3653,健策,1.60%,103000,4045.0
3131,弘塑,1.56%,117000,3485.0
6805,富世達,1.52%,225000,1765.0
6584,南俊國際,1.45%,582000,650.0
5274,信驊,1.40%,30000,12180.0
4991,環宇-KY,1.17%,525000,583.0
5347,世界,1.13%,2340000,125.5
2368,金像電,0.94%,233000,1055.0
2486,一詮,0.94%,1264000,194.0
2308,台達電,0.93%,139000,1740.0
3036,文曄,0.85%,974000,228.0
3529,力旺,0.84%,69000,3160.0
6531,愛普*,0.80%,367000,567.0
8021,尖點,0.76%,569920,349.0
6274,台燿,0.73%,236000,801.0
3443,創意,0.72%,68000,2775.0
3661,世芯-KY,0.72%,61000,3090.0
3189,景碩,0.66%,470013,366.5
3491,昇達科,0.50%,73000,1785.0
5289,宜鼎,0.40%,92000,1135.0
2337,旺宏,0.39%,690000,147.5
3711,日月光投控,0.39%,243000,417.5
3324,雙鴻,0.35%,96000,940.0
3260,威剛,0.33%,237000,365.5
6781,AES-KY,0.26%,69000,987.0
2344,華邦電,0.25%,681000,94.4
