股票代號,股票名稱,持股權重,股數,收盤價
2330,台積電,7.02%,806000,1855.0
2383,台光電,4.34%,323000,2860.0
2345,智邦,4.14%,531000,1660.0
6515,穎崴,3.80%,111000,7290.0
3017,奇鋐,3.67%,370000,2110.0
6223,旺矽,3.63%,196000,3950.0
3533,嘉澤,3.42%,343000,2125.0
8299,群聯,3.36%,434000,1650.0
2059,川湖,3.10%,191000,3455.0
8996,高力,3.05%,715000,908.0
3105,穩懋,3.03%,1716000,376.5
6442,光聖,2.95%,310000,2030.0
3037,欣興,2.93%,1277000,488.5
2360,致茂,2.80%,370000,1610.0
3163,波若威,2.75%,676000,866.0
7769,鴻勁,2.57%,142000,3855.0
2408,南亞科,2.41%,2432000,211.0
6669,緯穎,2.34%,146000,3420.0
8046,南電,2.31%,858000,574.0
6510,精測,2.24%,142000,3355.0
4749,新應材,2.04%,526000,828.0
7751,竑騰,2.03%,285000,1515.0
6805,富世達,1.98%,219000,1925.0
8358,金居,1.97%,1728000,243.0
2308,台達電,1.94%,280000,1475.0
3653,健策,1.85%,100000,3950.0
6584,南俊國際,1.62%,566000,610.0
5274,信驊,1.54%,29000,11315.0
5347,世界,1.26%,2277000,118.0
2368,金像電,1.01%,227000,946.0
4991,環宇-KY,1.01%,511000,420.0
6781,AES-KY,0.93%,198000,998.0
3665,貿聯-KY,0.90%,100000,1910.0
3529,力旺,0.86%,67000,2725.0
2486,一詮,0.84%,1230000,145.0
6531,愛普*,0.79%,367000,460.0
3661,世芯-KY,0.76%,59000,2730.0
8210,勤誠,0.73%,173000,899.0
3443,創意,0.73%,66000,2355.0
3189,景碩,0.71%,457013,332.0
6274,台燿,0.67%,230000,623.0
8021,尖點,0.66%,569920,248.0
5289,宜鼎,0.39%,90000,931.0
2317,鴻海,0.32%,349000,197.0
2344,華邦電,0.29%,663000,93.1
3324,雙鴻,0.28%,64000,920.0
5439,高技,0.27%,205000,282.5
2449,京元電子,0.22%,166000,280.5
