股票代號,股票名稱,持股權重,股數,收盤價
2330,台積電,7.84%,556000,2015.0
8299,群聯,5.31%,394000,1925.0
2308,台達電,5.06%,504000,1435.0
2345,智邦,4.95%,488000,1450.0
2408,南亞科,4.59%,2279000,288.0
3017,奇鋐,3.88%,331000,1675.0
3037,欣興,3.83%,1193000,458.5
8996,高力,3.82%,599000,911.0
6515,穎崴,3.50%,100000,5000.0
3163,波若威,3.35%,612000,782.0
6223,旺矽,3.28%,175000,2680.0
2059,川湖,3.15%,134000,3360.0
7769,鴻勁,3.10%,92000,4815.0
2383,台光電,2.78%,164000,2420.0
2360,致茂,2.75%,313000,1255.0
2449,京元電子,2.09%,932000,320.0
3533,嘉澤,2.06%,164000,1795.0
3665,貿聯-KY,2.04%,217000,1345.0
5347,世界,1.98%,2101000,135.0
2454,聯發科,1.98%,151000,1870.0
3324,雙鴻,1.83%,226000,1155.0
6442,光聖,1.80%,124000,2080.0
5274,信驊,1.77%,26000,9715.0
6781,AES-KY,1.60%,191000,1195.0
4749,新應材,1.50%,240000,895.0
1519,華城,1.50%,204000,1050.0
8358,金居,1.46%,713000,292.0
6669,緯穎,1.42%,50000,4060.0
3529,力旺,1.23%,71000,2485.0
2486,一詮,1.12%,1150000,139.5
8210,勤誠,1.05%,165000,909.0
6274,台燿,0.96%,238000,577.0
8021,尖點,0.94%,509920,264.5
3661,世芯-KY,0.90%,37000,3480.0
5289,宜鼎,0.87%,157000,789.0
6531,愛普*,0.73%,245000,427.5
8046,南電,0.62%,160000,553.0
6805,富世達,0.60%,55000,1555.0
2317,鴻海,0.56%,325000,246.5
3189,景碩,0.49%,213000,325.5
3443,創意,0.41%,23000,2575.0
6584,南俊國際,0.41%,136000,434.0
2368,金像電,0.35%,60000,845.0
2344,華邦電,0.31%,379000,118.0
3653,健策,0.31%,14000,3130.0
5439,高技,0.26%,126000,294.5
