股票代號,股票名稱,持股權重,股數,收盤價
2059,川湖,8.49%,260000,13925.0
2330,台積電,7.27%,1306000,2375.0
3017,奇鋐,7.00%,1001000,2985.0
3037,欣興,6.63%,2482000,1140.0
2383,台光電,6.52%,465000,5985.0
3665,貿聯-KY,6.12%,1161000,2250.0
2345,智邦,5.30%,1074000,2105.0
3008,大立光,4.43%,343000,5515.0
8996,高力,4.34%,1630000,1135.0
6223,旺矽,3.55%,268000,5650.0
6584,南俊國際,3.06%,2231000,586.0
3231,緯創,3.06%,7245000,180.0
1815,富喬,2.73%,10877000,107.0
2455,全新,2.66%,2753000,412.0
2308,台達電,2.58%,632000,1745.0
8021,尖點,2.57%,2682000,408.5
1303,南亞,2.37%,5445000,186.0
2454,聯發科,2.31%,266000,3700.0
3443,創意,2.16%,164000,5630.0
3661,世芯-KY,1.89%,215000,3750.0
3189,景碩,1.68%,844013,851.0
6669,緯穎,1.14%,77000,6325.0
4958,臻鼎-KY,1.09%,1000000,463.0
3711,日月光投控,0.99%,716000,590.0
8046,南電,0.84%,300000,1195.0
6139,亞翔,0.45%,250000,766.0
6213,聯茂,0.45%,373000,510.0
3026,禾伸堂,0.43%,261000,710.0
3653,健策,0.43%,33000,5600.0
2357,華碩,0.42%,196000,913.0
6274,台燿,0.42%,113000,1575.0
2301,光寶科,0.41%,659000,267.0
3081,聯亞,0.41%,63000,2780.0
2376,技嘉,0.41%,508000,344.0
5274,信驊,0.41%,11000,15750.0
8150,南茂,0.40%,1957000,87.9
6187,萬潤,0.40%,134000,1265.0
2404,漢唐,0.39%,155000,1075.0
2360,致茂,0.38%,76000,2140.0
5289,宜鼎,0.34%,98000,1490.0
5347,世界,0.23%,629000,153.5
