股票代號,股票名稱,持股權重,股數,收盤價
2330,台積電,8.62%,565000,1690.0
8299,群聯,5.46%,341000,1775.0
2308,台達電,4.78%,502000,1055.0
3017,奇鋐,4.43%,362000,1355.0
2059,川湖,3.92%,129000,3365.0
3665,貿聯-KY,3.84%,305000,1395.0
2345,智邦,3.81%,350000,1205.0
6223,旺矽,3.37%,170000,2200.0
2383,台光電,3.33%,229000,1610.0
6669,緯穎,3.07%,83000,4095.0
6515,穎崴,3.04%,97000,3470.0
7769,鴻勁,2.74%,88000,3445.0
2360,致茂,2.64%,307000,954.0
6274,台燿,2.54%,592000,475.5
8996,高力,2.30%,366000,698.0
3131,弘塑,2.29%,139000,1825.0
5347,世界,2.23%,2073000,119.0
1519,華城,2.15%,292000,817.0
6781,AES-KY,2.13%,182000,1300.0
3661,世芯-KY,2.06%,63000,3630.0
2408,南亞科,2.05%,950000,239.0
3260,威剛,2.02%,819000,274.0
3163,波若威,2.02%,625000,358.5
2451,創見,2.02%,945000,237.0
5536,聖暉*,1.70%,238000,791.0
2368,金像電,1.62%,269000,666.0
8358,金居,1.61%,696000,256.0
6442,光聖,1.58%,124000,1415.0
8210,勤誠,1.33%,162000,911.0
2327,國巨*,1.31%,585000,247.5
3324,雙鴻,1.13%,130000,963.0
3529,力旺,1.12%,73000,1695.0
4749,新應材,1.11%,132000,930.0
2449,京元電子,1.07%,438000,270.0
2344,華邦電,0.99%,1079000,102.0
6531,愛普*,0.99%,233000,472.0
8021,尖點,0.98%,500000,218.0
5289,宜鼎,0.89%,157000,627.0
3037,欣興,0.80%,365000,243.5
6805,富世達,0.66%,55000,1330.0
2317,鴻海,0.66%,320000,228.5
5274,信驊,0.65%,9000,8055.0
3443,創意,0.55%,25000,2435.0
2382,廣達,0.54%,213000,280.5
5439,高技,0.35%,122000,320.0
3189,景碩,0.35%,213000,181.0
8046,南電,0.34%,147000,254.5
3653,健策,0.32%,14000,2535.0
6584,南俊國際,0.30%,104000,320.0
