股票代號,股票名稱,持股權重,股數,收盤價
2330,台積電,7.97%,1761000,2265.0
2383,台光電,4.94%,536000,4615.0
6669,緯穎,4.75%,465000,5115.0
2345,智邦,4.58%,916000,2505.0
3037,欣興,3.77%,2302000,821.0
8299,群聯,3.76%,711000,2650.0
3661,世芯-KY,3.61%,393000,4605.0
8996,高力,3.51%,1689000,1040.0
3443,創意,3.48%,360000,4845.0
2059,川湖,3.47%,358000,4860.0
6223,旺矽,3.40%,289000,5895.0
6510,精測,3.15%,422000,3735.0
3105,穩懋,3.14%,3433000,458.5
6515,穎崴,2.95%,151000,9780.0
3665,貿聯-KY,2.79%,667000,2095.0
7769,鴻勁,2.67%,194000,6895.0
8046,南電,2.60%,1658000,786.0
3017,奇鋐,2.46%,501000,2455.0
2408,南亞科,2.04%,3280000,311.5
3081,聯亞,2.01%,380000,2655.0
3533,嘉澤,1.95%,420000,2330.0
6584,南俊國際,1.76%,1337000,658.0
3163,波若威,1.75%,923000,950.0
2368,金像電,1.72%,669000,1290.0
6274,台燿,1.66%,636000,1305.0
5274,信驊,1.55%,45000,17195.0
6531,愛普*,1.52%,703000,1080.0
2308,台達電,1.48%,357000,2075.0
2455,全新,1.38%,1927000,358.5
3653,健策,1.36%,197000,3465.0
7751,竑騰,1.26%,387000,1625.0
2454,聯發科,1.17%,180000,3260.0
2360,致茂,0.93%,207000,2240.0
4991,環宇-KY,0.89%,692000,642.0
6442,光聖,0.83%,238000,1740.0
3036,文曄,0.63%,1177000,270.0
5289,宜鼎,0.50%,142000,1760.0
3189,景碩,0.47%,486013,486.0
2337,旺宏,0.41%,1271000,162.5
3711,日月光投控,0.35%,320000,547.0
3260,威剛,0.33%,393000,425.0
3491,昇達科,0.33%,97000,1690.0
3324,雙鴻,0.30%,151000,995.0
2344,華邦電,0.23%,893000,129.5
2327,國巨*,0.18%,200000,455.5
3583,辛耘,0.06%,33000,888.0
