股票代號,股票名稱,持股權重,股數,收盤價
3017,奇鋐,7.97%,1001000,3175.0
2330,台積電,6.66%,1116000,2380.0
2059,川湖,6.20%,205000,12045.0
3037,欣興,5.98%,2482000,961.0
2383,台光電,5.93%,465000,5085.0
3665,貿聯-KY,5.81%,1161000,1995.0
8996,高力,5.32%,1630000,1300.0
2345,智邦,4.96%,1074000,1840.0
3008,大立光,4.58%,293000,6225.0
6223,旺矽,3.77%,268000,5600.0
1815,富喬,3.40%,11420868,118.5
3231,緯創,3.33%,7245000,183.0
6584,南俊國際,3.11%,2231000,555.0
1303,南亞,3.06%,5445000,224.0
8021,尖點,2.96%,2682000,440.0
2455,全新,2.78%,2150000,515.0
8046,南電,2.68%,968000,1105.0
3443,創意,2.54%,164000,6170.0
6669,緯穎,2.33%,429675,2165.0
3661,世芯-KY,1.80%,215000,3345.0
3189,景碩,1.74%,844013,820.0
2454,聯發科,1.65%,145000,4530.0
4958,臻鼎-KY,1.24%,1000000,493.5
6515,穎崴,0.79%,51000,6210.0
6213,聯茂,0.51%,373000,550.0
3026,禾伸堂,0.51%,261000,772.0
5274,信驊,0.50%,11000,18250.0
2357,華碩,0.46%,196000,939.0
2301,光寶科,0.46%,659000,277.0
2376,技嘉,0.45%,508000,350.0
6139,亞翔,0.44%,250000,707.0
3081,聯亞,0.44%,63000,2805.0
3653,健策,0.43%,33000,5240.0
8150,南茂,0.43%,1957000,87.1
6187,萬潤,0.41%,134000,1220.0
2404,漢唐,0.40%,155000,1035.0
6274,台燿,0.40%,113000,1415.0
2360,致茂,0.40%,76000,2090.0
3711,日月光投控,0.38%,250000,605.0
5289,宜鼎,0.32%,99952,1295.0
5347,世界,0.25%,629000,158.0
