股票代號,股票名稱,持股權重,股數,收盤價
2330,台積電,6.74%,806000,1955.0
2383,台光電,4.45%,323000,3220.0
2345,智邦,3.84%,531000,1690.0
6515,穎崴,3.79%,111000,7995.0
6223,旺矽,3.75%,196000,4470.0
3017,奇鋐,3.54%,370000,2235.0
3163,波若威,3.53%,676000,1220.0
3037,欣興,3.41%,1277000,625.0
3533,嘉澤,3.39%,343000,2310.0
3105,穩懋,3.20%,1716000,436.0
8996,高力,3.09%,715000,1010.0
8299,群聯,3.00%,434000,1615.0
2360,致茂,2.91%,370000,1840.0
6442,光聖,2.80%,310000,2115.0
2059,川湖,2.67%,191000,3275.0
7769,鴻勁,2.58%,142000,4245.0
8046,南電,2.45%,858000,669.0
7751,竑騰,2.41%,285000,1975.0
6669,緯穎,2.23%,146000,3580.0
2408,南亞科,2.13%,2432000,205.0
6510,精測,2.07%,142000,3405.0
8358,金居,2.01%,1728000,272.0
4749,新應材,1.97%,526000,877.0
3653,健策,1.81%,100000,4240.0
6805,富世達,1.72%,219000,1840.0
3081,聯亞,1.67%,185000,2105.0
5274,信驊,1.56%,29000,12565.0
6584,南俊國際,1.43%,566000,589.0
5347,世界,1.28%,2277000,131.5
3131,弘塑,1.22%,87000,3270.0
4991,環宇-KY,1.14%,511000,521.0
2368,金像電,1.06%,227000,1095.0
2308,台達電,0.95%,135000,1645.0
2486,一詮,0.92%,1230000,174.0
3665,貿聯-KY,0.91%,100000,2130.0
3036,文曄,0.91%,947000,224.0
6781,AES-KY,0.83%,198000,979.0
3529,力旺,0.82%,67000,2870.0
6274,台燿,0.78%,230000,797.0
3189,景碩,0.76%,457013,387.0
6531,愛普*,0.75%,367000,480.5
3443,創意,0.75%,66000,2655.0
3661,世芯-KY,0.73%,59000,2895.0
8021,尖點,0.70%,569920,289.0
3491,昇達科,0.53%,71000,1760.0
5289,宜鼎,0.43%,90000,1105.0
2337,旺宏,0.41%,671000,142.0
3711,日月光投控,0.40%,236000,392.0
3324,雙鴻,0.39%,93000,989.0
3260,威剛,0.36%,231000,366.0
2344,華邦電,0.26%,663000,91.0
2449,京元電子,0.20%,166000,275.0
