股票代號,股票名稱,持股權重,股數,收盤價
3017,奇鋐,8.02%,1001000,3300.0
2059,川湖,6.69%,205000,13450.0
2330,台積電,6.48%,1116000,2390.0
2383,台光電,5.97%,465000,5290.0
3665,貿聯-KY,5.92%,1161000,2100.0
3037,欣興,5.56%,2482000,923.0
2345,智邦,5.45%,1074000,2090.0
3008,大立光,5.09%,293000,7150.0
8996,高力,4.69%,1630000,1185.0
2455,全新,3.51%,2753000,525.0
6584,南俊國際,3.41%,2231000,629.0
3231,緯創,3.32%,7245000,188.5
6223,旺矽,3.28%,268000,5045.0
1815,富喬,3.17%,10877000,120.0
1303,南亞,2.92%,5445000,221.0
8021,尖點,2.69%,2682000,413.5
8046,南電,2.54%,968000,1080.0
3443,創意,2.31%,164000,5800.0
3661,世芯-KY,2.11%,215000,4050.0
2308,台達電,1.63%,382000,1760.0
3189,景碩,1.59%,844013,775.0
2454,聯發科,1.53%,145000,4340.0
6669,緯穎,1.38%,229675,2475.0
4958,臻鼎-KY,1.13%,1000000,464.0
2301,光寶科,0.48%,659000,299.0
3081,聯亞,0.48%,63000,3120.0
5274,信驊,0.48%,11000,17850.0
6213,聯茂,0.46%,373000,512.0
2357,華碩,0.46%,196000,971.0
3653,健策,0.45%,33000,5615.0
2376,技嘉,0.43%,508000,350.5
6139,亞翔,0.43%,250000,712.0
8150,南茂,0.42%,1957000,89.1
6187,萬潤,0.42%,134000,1300.0
3026,禾伸堂,0.40%,261000,638.0
2404,漢唐,0.39%,155000,1035.0
2360,致茂,0.37%,76000,2015.0
6274,台燿,0.37%,113000,1345.0
5289,宜鼎,0.33%,99952,1345.0
5347,世界,0.22%,629000,147.0
