股票代號,股票名稱,持股權重,股數,收盤價
2330,台積電,7.56%,556000,1890.0
2345,智邦,5.14%,488000,1465.0
8299,群聯,5.02%,394000,1770.0
2308,台達電,4.79%,504000,1320.0
3017,奇鋐,4.39%,331000,1845.0
7769,鴻勁,3.85%,127000,4215.0
6515,穎崴,3.78%,100000,5250.0
6223,旺矽,3.73%,175000,2965.0
2383,台光電,3.72%,219000,2360.0
3037,欣興,3.71%,1193000,432.0
8996,高力,3.35%,599000,777.0
3163,波若威,3.18%,612000,723.0
2360,致茂,3.10%,313000,1375.0
2059,川湖,3.09%,134000,3205.0
2408,南亞科,2.82%,1679000,233.0
3665,貿聯-KY,2.76%,217000,1770.0
5347,世界,2.13%,2501000,118.5
2454,聯發科,1.92%,151000,1765.0
2449,京元電子,1.91%,932000,284.5
3533,嘉澤,1.85%,164000,1565.0
5274,信驊,1.82%,26000,9705.0
4749,新應材,1.75%,240000,1015.0
6442,光聖,1.69%,124000,1895.0
3324,雙鴻,1.61%,226000,989.0
6669,緯穎,1.52%,50000,4215.0
7751,竑騰,1.43%,166000,1200.0
6781,AES-KY,1.42%,191000,1035.0
1519,華城,1.36%,204000,926.0
8358,金居,1.32%,713000,258.0
2486,一詮,1.12%,1150000,135.5
8210,勤誠,1.11%,165000,939.0
3529,力旺,1.07%,62000,2390.0
5289,宜鼎,0.91%,157000,805.0
3661,世芯-KY,0.88%,37000,3310.0
6274,台燿,0.86%,238000,504.0
8021,尖點,0.86%,509920,234.5
6531,愛普*,0.77%,245000,434.5
6805,富世達,0.73%,55000,1845.0
8046,南電,0.54%,160000,469.5
2317,鴻海,0.52%,325000,223.0
3189,景碩,0.45%,213000,291.5
3443,創意,0.39%,23000,2385.0
6584,南俊國際,0.37%,136000,376.5
3653,健策,0.34%,14000,3415.0
2368,金像電,0.34%,60000,792.0
2344,華邦電,0.29%,379000,106.5
5439,高技,0.25%,126000,270.5
