股票代號,股票名稱,持股權重,股數,收盤價
2330,台積電,7.87%,1406000,2370.0
2059,川湖,7.69%,293000,11110.0
3017,奇鋐,6.59%,1002000,2785.0
3665,貿聯-KY,6.03%,1161000,2200.0
2383,台光電,5.77%,466000,5240.0
2345,智邦,5.65%,1080000,2215.0
3037,欣興,5.63%,2497000,955.0
3008,大立光,5.39%,520000,4385.0
6223,旺矽,4.65%,323000,6100.0
8996,高力,4.02%,1630000,1045.0
2454,聯發科,3.74%,406000,3900.0
3231,緯創,3.32%,7662000,183.5
6584,南俊國際,2.90%,2231000,550.0
1303,南亞,2.42%,5445000,188.0
2455,全新,2.37%,2753000,364.0
8021,尖點,2.33%,2501000,395.0
3443,創意,2.27%,211000,4545.0
3711,日月光投控,2.25%,1629000,585.0
6187,萬潤,2.14%,801000,1130.0
3661,世芯-KY,1.89%,215000,3715.0
3189,景碩,1.63%,840013,823.0
1815,富喬,1.27%,6277000,85.9
2308,台達電,1.17%,300000,1650.0
4958,臻鼎-KY,1.12%,1000000,473.0
6669,緯穎,1.11%,77000,6100.0
7751,竑騰,0.88%,270000,1385.0
6515,穎崴,0.67%,42000,6760.0
6139,亞翔,0.47%,250000,802.0
7734,印能科技,0.45%,56000,3375.0
6805,富世達,0.43%,109000,1670.0
2337,旺宏,0.39%,1343000,121.5
3260,威剛,0.35%,358000,416.0
5289,宜鼎,0.35%,98000,1500.0
3583,辛耘,0.24%,147000,693.0
5347,世界,0.21%,629000,143.5
3264,欣銓,0.04%,72000,207.5
