股票代號,股票名稱,持股權重,股數,收盤價
2330,台積電,8.90%,1406000,2410.0
2383,台光電,7.14%,563000,4830.0
2345,智邦,6.29%,1080000,2220.0
2059,川湖,6.13%,293000,7975.0
3017,奇鋐,6.10%,1002000,2320.0
6223,旺矽,5.03%,326000,5875.0
3665,貿聯-KY,5.01%,955000,2000.0
3037,欣興,4.54%,2097000,825.0
3008,大立光,4.39%,420000,3985.0
8996,高力,4.21%,1630000,983.0
2454,聯發科,3.91%,406000,3670.0
2327,國巨*,3.63%,2066000,670.0
6187,萬潤,3.20%,1220000,998.0
6584,南俊國際,3.17%,2231000,541.0
3711,日月光投控,2.71%,1629000,633.0
2303,聯電,2.47%,7000000,134.5
3443,創意,2.28%,211000,4115.0
8299,群聯,2.17%,445000,1855.0
2455,全新,2.13%,2753000,295.0
3661,世芯-KY,1.97%,215000,3490.0
6515,穎崴,1.73%,99000,6655.0
3026,禾伸堂,1.63%,909000,682.0
8021,尖點,1.50%,1501000,380.5
6488,環球晶,1.25%,394000,1205.0
7751,竑騰,0.99%,318000,1180.0
3189,景碩,0.86%,440013,746.0
6139,亞翔,0.53%,250000,815.0
7734,印能科技,0.46%,56000,3115.0
2337,旺宏,0.43%,1343000,123.0
3363,上詮,0.41%,300000,523.0
6805,富世達,0.40%,109000,1415.0
3260,威剛,0.35%,358000,368.5
5289,宜鼎,0.33%,98000,1300.0
3583,辛耘,0.29%,147000,750.0
3264,欣銓,0.04%,72000,210.0
3491,昇達科,0.00%,1000,1185.0
