股票代號,股票名稱,持股權重,股數,收盤價
2330,台積電,6.09%,677000,1820.0
2383,台光電,4.65%,323000,2910.0
2345,智邦,4.35%,531000,1655.0
6515,穎崴,4.35%,111000,7915.0
3017,奇鋐,4.02%,370000,2195.0
3533,嘉澤,3.83%,343000,2260.0
6223,旺矽,3.55%,196000,3665.0
2059,川湖,3.40%,191000,3600.0
8299,群聯,3.36%,434000,1565.0
6442,光聖,3.24%,310000,2115.0
3037,欣興,3.19%,1277000,505.0
8996,高力,3.06%,715000,865.0
2360,致茂,2.96%,370000,1615.0
3163,波若威,2.86%,676000,854.0
7769,鴻勁,2.66%,142000,3790.0
2408,南亞科,2.64%,2432000,219.5
8046,南電,2.38%,858000,561.0
7751,竑騰,2.30%,285000,1630.0
4749,新應材,2.25%,526000,865.0
2308,台達電,2.09%,280000,1510.0
6805,富世達,2.06%,219000,1905.0
8358,金居,2.03%,1728000,237.0
3653,健策,2.00%,100000,4040.0
3105,穩懋,1.75%,923000,382.5
6584,南俊國際,1.70%,566000,609.0
5274,信驊,1.66%,29000,11555.0
5347,世界,1.36%,2277000,120.5
6510,精測,1.31%,82000,3240.0
4991,環宇-KY,1.13%,511000,446.0
6669,緯穎,1.11%,66000,3395.0
6781,AES-KY,1.05%,198000,1070.0
2368,金像電,1.04%,227000,924.0
3529,力旺,0.94%,67000,2825.0
6531,愛普*,0.92%,367000,507.0
3665,貿聯-KY,0.92%,100000,1860.0
2486,一詮,0.91%,1230000,149.0
1519,華城,0.90%,211000,865.0
3661,世芯-KY,0.89%,59000,3040.0
3443,創意,0.80%,66000,2460.0
3189,景碩,0.80%,457013,352.0
8210,勤誠,0.78%,173000,909.0
2449,京元電子,0.78%,564000,278.5
8021,尖點,0.76%,569920,268.0
6274,台燿,0.71%,230000,626.0
5289,宜鼎,0.43%,90000,960.0
2317,鴻海,0.34%,349000,199.5
3324,雙鴻,0.31%,64000,993.0
5439,高技,0.31%,205000,304.0
2344,華邦電,0.30%,663000,92.4
