股票代號,股票名稱,持股權重,股數,收盤價
3017,奇鋐,7.94%,1001000,3115.0
2330,台積電,6.78%,1116000,2385.0
2059,川湖,6.11%,205000,11715.0
2383,台光電,6.06%,465000,5115.0
3037,欣興,6.01%,2482000,951.0
3665,貿聯-KY,5.85%,1161000,1980.0
8996,高力,5.06%,1630000,1220.0
2345,智邦,5.03%,1074000,1840.0
3008,大立光,4.52%,293000,6055.0
6223,旺矽,3.71%,268000,5440.0
3231,緯創,3.37%,7245000,182.5
1815,富喬,3.33%,11420868,114.5
1303,南亞,3.07%,5445000,221.5
6584,南俊國際,3.05%,2231000,537.0
8021,尖點,2.95%,2682000,431.5
2455,全新,2.85%,2150000,520.0
8046,南電,2.67%,968000,1085.0
6669,緯穎,2.53%,429675,2315.0
3443,創意,2.52%,164000,6035.0
3661,世芯-KY,1.84%,215000,3355.0
3189,景碩,1.71%,844013,795.0
2454,聯發科,1.64%,145000,4430.0
4958,臻鼎-KY,1.22%,1000000,477.5
6515,穎崴,0.82%,51000,6310.0
6213,聯茂,0.49%,373000,519.0
5274,信驊,0.49%,11000,17520.0
3026,禾伸堂,0.48%,261000,726.0
2357,華碩,0.46%,196000,928.0
2301,光寶科,0.46%,659000,274.0
6139,亞翔,0.45%,250000,713.0
3653,健策,0.45%,33000,5310.0
2376,技嘉,0.44%,508000,343.0
3081,聯亞,0.43%,63000,2675.0
8150,南茂,0.42%,1957000,84.4
6187,萬潤,0.41%,134000,1215.0
2404,漢唐,0.41%,155000,1035.0
2360,致茂,0.40%,76000,2080.0
6274,台燿,0.39%,113000,1370.0
3711,日月光投控,0.38%,250000,592.0
5289,宜鼎,0.32%,99952,1275.0
5347,世界,0.25%,629000,153.0
