股票代號,股票名稱,持股權重,股數,收盤價
2330,台積電,8.09%,569000,1585.0
3017,奇鋐,4.78%,366000,1455.0
2308,台達電,4.52%,506000,995.0
8299,群聯,4.45%,343000,1445.0
2383,台光電,4.24%,297000,1590.0
3665,貿聯-KY,4.21%,308000,1525.0
2059,川湖,4.13%,133000,3460.0
2345,智邦,3.62%,353000,1145.0
6223,旺矽,3.47%,171000,2260.0
6669,緯穎,3.38%,84000,4480.0
7769,鴻勁,2.71%,88000,3430.0
6274,台燿,2.59%,600000,481.5
6515,穎崴,2.52%,97000,2895.0
3163,波若威,2.37%,631000,418.5
2360,致茂,2.19%,307000,796.0
6781,AES-KY,2.13%,183000,1300.0
3260,威剛,2.08%,826000,280.5
3324,雙鴻,2.06%,230000,1000.0
3131,弘塑,2.00%,139000,1605.0
1519,華城,1.96%,294000,744.0
6805,富世達,1.90%,138000,1535.0
8996,高力,1.87%,366000,569.0
8358,金居,1.82%,700000,290.0
2408,南亞科,1.77%,955000,207.0
2451,創見,1.73%,950000,203.0
5536,聖暉*,1.73%,253000,762.0
6584,南俊國際,1.71%,584000,326.5
2368,金像電,1.56%,271000,643.0
8210,勤誠,1.56%,182000,954.0
6442,光聖,1.53%,124000,1380.0
3529,力旺,1.14%,74000,1720.0
4749,新應材,1.11%,132000,940.0
2449,京元電子,1.06%,440000,267.5
3661,世芯-KY,0.98%,30000,3635.0
6531,愛普*,0.96%,233000,458.5
2382,廣達,0.90%,363000,277.0
2344,華邦電,0.88%,1079000,90.8
5289,宜鼎,0.84%,158000,595.0
3231,緯創,0.82%,592000,155.0
3037,欣興,0.72%,367000,219.0
2317,鴻海,0.67%,323000,232.0
5274,信驊,0.59%,9000,7255.0
3443,創意,0.49%,25000,2185.0
5439,高技,0.34%,123000,309.0
3653,健策,0.33%,14000,2590.0
8046,南電,0.31%,147000,237.0
3189,景碩,0.30%,215000,156.0
