股票代號,股票名稱,持股權重,股數,收盤價
2330,台積電,8.82%,3072000,1935.0
3017,奇鋐,6.40%,2402000,1795.0
2308,台達電,6.23%,3133000,1340.0
2383,台光電,6.23%,1809000,2320.0
2345,智邦,5.61%,2660000,1420.0
3665,貿聯-KY,4.93%,2019848,1645.0
6669,緯穎,4.65%,756000,4145.0
6223,旺矽,4.40%,1039000,2855.0
3653,健策,4.30%,954000,3040.0
8299,群聯,4.21%,1615000,1755.0
3037,欣興,4.09%,5952000,463.0
6274,台燿,3.96%,4965000,538.0
8046,南電,3.38%,4559000,500.0
2368,金像電,3.28%,2887000,766.0
2327,國巨*,3.12%,7499000,280.5
6805,富世達,2.94%,1124000,1760.0
3661,世芯-KY,2.82%,567000,3355.0
8210,勤誠,2.16%,1593000,912.0
6515,穎崴,1.63%,232000,4730.0
6510,精測,1.53%,288000,3580.0
5274,信驊,1.40%,102000,9255.0
6139,亞翔,1.34%,1679000,539.0
2449,京元電子,1.21%,2676000,305.0
4979,華星光,0.84%,1219000,464.5
2404,漢唐,0.81%,537000,1015.0
8358,金居,0.72%,1827000,264.5
3211,順達,0.69%,1515000,309.0
1802,台玻,0.57%,5996000,63.7
6191,精成科,0.52%,3328000,105.0
6488,環球晶,0.51%,787000,433.5
3376,新日興,0.43%,1368000,211.0
1319,東陽,0.21%,1498000,95.0
3324,雙鴻,0.17%,106000,1080.0
2002,中鋼,0.15%,4924000,20.05
3217,優群,0.08%,346000,153.5
3008,大立光,0.01%,4000,2450.0
2357,華碩,0.00%,2000,521.0
8996,高力,0.00%,1000,831.0
1815,富喬,0.00%,1000,112.5
2439,美律,0.00%,2000,87.8
1326,台化,0.00%,1000,46.9
2059,川湖,0.00%,1000,3280.0
3533,嘉澤,0.00%,1000,1660.0
3045,台灣大,0.00%,2000,108.5
2454,聯發科,0.00%,1000,1815.0
5536,聖暉*,0.00%,1000,688.0
2313,華通,0.00%,1000,224.5
1303,南亞,0.00%,1000,85.0
3583,辛耘,0.00%,2000,364.5
3711,日月光投控,0.00%,2000,359.5
