股票代號,股票名稱,持股權重,股數,收盤價
2330,台積電,10.05%,3112000,1705.0
2383,台光電,6.33%,1973000,1695.0
6669,緯穎,6.20%,710000,4615.0
3017,奇鋐,5.84%,2166000,1425.0
2345,智邦,5.72%,2436000,1240.0
2308,台達電,5.17%,2602000,1050.0
2368,金像電,4.87%,3885000,662.0
3665,貿聯-KY,4.66%,1562848,1575.0
6274,台燿,4.40%,4877000,476.0
6223,旺矽,4.35%,1069000,2150.0
8299,群聯,4.15%,1358000,1615.0
2454,聯發科,3.89%,1383000,1485.0
3653,健策,3.79%,758000,2640.0
2317,鴻海,3.78%,8470000,236.0
3661,世芯-KY,3.24%,458000,3735.0
6805,富世達,2.83%,1016000,1470.0
8210,勤誠,2.81%,1498000,990.0
5274,信驊,1.94%,142000,7200.0
2404,漢唐,1.56%,806000,1020.0
0050,元大台灣50,1.45%,10871000,70.4
2059,川湖,1.41%,232000,3205.0
2449,京元電子,1.08%,2133000,267.0
8358,金居,0.86%,1668000,272.5
5536,聖暉*,0.79%,513000,818.0
2327,國巨*,0.75%,1564000,253.5
6139,亞翔,0.72%,627000,603.0
0052,富邦科技,0.72%,9274000,41.1
1303,南亞,0.69%,6170000,58.9
6191,精成科,0.65%,3138000,109.0
3533,嘉澤,0.61%,253000,1280.0
2313,華通,0.52%,2651000,103.5
3715,定穎投控,0.45%,2002960,118.0
3211,順達,0.34%,570000,316.5
6515,穎崴,0.30%,51000,3130.0
1319,東陽,0.28%,1575000,95.1
3515,華擎,0.19%,423000,242.0
5347,世界,0.18%,958000,99.5
3217,優群,0.10%,326000,156.5
8996,高力,0.06%,51000,582.0
2354,鴻準,0.02%,172000,60.3
3008,大立光,0.01%,3000,2575.0
6510,精測,0.01%,2000,2330.0
3044,健鼎,0.00%,1000,318.0
2357,華碩,0.00%,2000,539.0
2439,美律,0.00%,2000,96.3
4958,臻鼎-KY,0.00%,1000,145.5
3045,台灣大,0.00%,2000,107.0
3081,聯亞,0.00%,1000,609.0
3231,緯創,0.00%,1000,154.5
2884,玉山金,0.00%,2010,33.7
3583,辛耘,0.00%,2000,359.0
3711,日月光投控,0.00%,2000,271.5
