股票代號,股票名稱,持股權重,股數,收盤價
2330,台積電,9.66%,2913000,1765.0
8299,群聯,7.69%,1908000,2145.0
3017,奇鋐,6.41%,2290000,1490.0
2308,台達電,5.80%,2625000,1175.0
2345,智邦,5.41%,2526000,1140.0
3653,健策,5.09%,916000,2955.0
2383,台光電,5.05%,1506000,1785.0
6669,緯穎,4.89%,722000,3605.0
6223,旺矽,4.75%,962000,2630.0
6274,台燿,4.49%,4825000,495.0
2368,金像電,3.71%,2797000,706.0
3665,貿聯-KY,3.69%,1483848,1325.0
2327,國巨*,3.18%,6551000,258.0
5274,信驊,2.96%,174000,9040.0
3661,世芯-KY,2.70%,458000,3140.0
6805,富世達,2.68%,1016000,1405.0
8210,勤誠,2.64%,1563000,900.0
8046,南電,2.62%,3788000,368.0
3037,欣興,2.01%,2930000,365.0
6515,穎崴,1.72%,225000,4060.0
6139,亞翔,1.68%,1610000,555.0
6510,精測,0.99%,153000,3435.0
8358,金居,0.83%,1826000,243.0
1815,富喬,0.73%,4454000,87.0
6488,環球晶,0.68%,766000,473.0
6191,精成科,0.64%,3238000,104.5
1319,東陽,0.52%,2563000,108.0
1326,台化,0.41%,5635000,38.95
3211,順達,0.34%,570000,319.0
5269,祥碩,0.32%,137000,1250.0
3376,新日興,0.28%,727000,205.5
2059,川湖,0.23%,40000,3065.0
4979,華星光,0.20%,329000,319.5
2002,中鋼,0.20%,4923000,21.1
1802,台玻,0.17%,2065000,44.95
3217,優群,0.09%,326000,153.5
3008,大立光,0.01%,3000,2355.0
2357,華碩,0.00%,2000,499.5
8996,高力,0.00%,1000,773.0
2439,美律,0.00%,2000,98.9
3533,嘉澤,0.00%,1000,1460.0
3045,台灣大,0.00%,2000,105.0
2454,聯發科,0.00%,1000,1705.0
5536,聖暉*,0.00%,1000,656.0
2884,玉山金,0.00%,2010,33.3
2313,華通,0.00%,1000,172.0
2449,京元電子,0.00%,1000,285.0
2317,鴻海,0.00%,1000,214.5
1303,南亞,0.00%,1000,70.6
3583,辛耘,0.00%,2000,318.0
6415,矽力*-KY,0.00%,1000,289.5
3711,日月光投控,0.00%,2000,292.0
