股票代號,股票名稱,持股權重,股數,收盤價
2330,台積電,8.46%,1442000,1510.0
3017,奇鋐,7.72%,1329000,1495.0
3665,貿聯-KY,6.58%,1163848,1455.0
2345,智邦,6.25%,1498000,1075.0
2383,台光電,5.97%,1091000,1410.0
6223,旺矽,5.09%,649000,2020.0
6669,緯穎,4.86%,290000,4315.0
2368,金像電,4.80%,2505000,493.0
2308,台達電,4.78%,1252000,983.0
2059,川湖,3.94%,237000,4280.0
2449,京元電子,3.51%,4033000,224.0
2317,鴻海,3.31%,3389000,251.5
6805,富世達,3.21%,564000,1465.0
3661,世芯-KY,3.20%,239000,3450.0
6274,台燿,3.02%,1999000,388.5
8210,勤誠,2.90%,766000,975.0
3653,健策,2.30%,276000,2145.0
3231,緯創,2.19%,3932000,143.5
8299,群聯,1.33%,308000,1110.0
3533,嘉澤,1.32%,241000,1410.0
3515,華擎,1.24%,992000,321.0
3406,玉晶光,1.19%,730000,420.0
5536,聖暉*,1.08%,365000,762.0
4958,臻鼎-KY,1.03%,1613000,165.0
6191,精成科,0.96%,2113000,117.5
2354,鴻準,0.91%,3315000,70.9
1560,中砂,0.62%,512000,314.0
5274,信驊,0.57%,27000,5470.0
3211,順達,0.48%,405000,304.0
8996,高力,0.26%,105000,643.0
2327,國巨*,0.06%,60000,254.0
3376,新日興,0.06%,75000,210.5
2454,聯發科,0.01%,1000,1300.0
3008,大立光,0.01%,1000,2245.0
6515,穎崴,0.01%,1000,2440.0
1303,南亞,0.00%,1000,41.35
2344,華邦電,0.00%,1000,56.6
2357,華碩,0.00%,1000,691.0
2439,美律,0.00%,1000,102.5
2884,玉山金,0.00%,1010,30.15
3037,欣興,0.00%,1000,178.5
3045,台灣大,0.00%,1000,110.5
3217,優群,0.00%,1000,199.0
3583,辛耘,0.00%,1000,365.0
3711,日月光投控,0.00%,1000,246.0
4770,上品,0.00%,1000,248.0
4966,譜瑞-KY,0.00%,1000,675.0
5347,世界,0.00%,1000,97.2
6139,亞翔,0.00%,1000,467.0
6472,保瑞,0.00%,1000,613.0
