股票代號,股票名稱,持股權重,股數,收盤價
2330,台積電,9.44%,2010000,1445.0
3665,貿聯-KY,7.03%,1329848,1625.0
3017,奇鋐,6.66%,1442000,1420.0
2383,台光電,6.11%,1297000,1450.0
6669,緯穎,6.07%,429000,4350.0
2308,台達電,5.77%,1939000,916.0
2368,金像電,5.50%,3150000,537.0
2345,智邦,5.40%,1665000,998.0
3653,健策,3.79%,456000,2555.0
2449,京元電子,3.62%,5214000,213.5
3661,世芯-KY,3.53%,301000,3610.0
6223,旺矽,3.49%,571000,1880.0
6274,台燿,3.39%,2533000,411.5
2317,鴻海,3.24%,4226000,236.0
6805,富世達,3.24%,666000,1495.0
8210,勤誠,3.22%,1021000,970.0
2059,川湖,1.91%,158000,3715.0
3231,緯創,1.77%,3954000,138.0
8299,群聯,1.60%,381000,1290.0
1303,南亞,1.27%,6899000,56.5
3406,玉晶光,1.07%,734000,448.0
5536,聖暉*,1.06%,494000,662.0
3533,嘉澤,0.96%,244000,1210.0
3515,華擎,0.87%,1000000,266.5
6191,精成科,0.86%,2323000,114.0
2354,鴻準,0.82%,3805000,66.4
4958,臻鼎-KY,0.76%,1655000,142.0
5274,信驊,0.74%,37000,6120.0
1560,中砂,0.53%,516000,313.0
3211,順達,0.41%,468000,270.0
3715,定穎投控,0.38%,967000,120.5
6139,亞翔,0.31%,227000,419.5
2327,國巨*,0.28%,378000,226.5
1319,東陽,0.19%,573000,100.5
3376,新日興,0.05%,76000,185.0
3008,大立光,0.01%,1000,2130.0
2344,華邦電,0.00%,1000,66.2
2357,華碩,0.00%,1000,610.0
2439,美律,0.00%,1000,110.5
2454,聯發科,0.00%,1000,1230.0
2884,玉山金,0.00%,1010,30.2
3037,欣興,0.00%,1000,167.5
3045,台灣大,0.00%,1000,108.0
3583,辛耘,0.00%,1000,311.5
3711,日月光投控,0.00%,1000,220.0
4770,上品,0.00%,1000,219.0
4966,譜瑞-KY,0.00%,1000,645.0
5347,世界,0.00%,1000,90.5
6472,保瑞,0.00%,1000,561.0
8996,高力,0.00%,1000,520.0
