股票代號,股票名稱,持股權重,股數,收盤價
2330,台積電,9.28%,3086000,1430.0
2383,台光電,6.35%,1948000,1550.0
3017,奇鋐,6.35%,2083000,1450.0
6669,緯穎,6.16%,683000,4285.0
2345,智邦,5.83%,2357000,1175.0
2368,金像電,5.28%,4131000,608.0
6223,旺矽,4.74%,978000,2305.0
2308,台達電,4.71%,2457000,911.0
3665,貿聯-KY,4.64%,1532848,1440.0
6274,台燿,3.82%,4255000,427.0
3653,健策,3.58%,647000,2630.0
2317,鴻海,3.46%,7423000,221.5
2454,聯發科,3.46%,1168000,1410.0
6805,富世達,2.99%,919000,1545.0
8210,勤誠,2.78%,1403000,943.0
3661,世芯-KY,2.25%,333000,3215.0
8299,群聯,2.06%,882000,1110.0
6139,亞翔,2.04%,1604000,604.0
5274,信驊,1.85%,134000,6580.0
2449,京元電子,1.82%,4024000,215.5
2059,川湖,1.79%,232000,3660.0
2404,漢唐,1.14%,551000,983.0
3231,緯創,0.94%,3101000,144.0
3715,定穎投控,0.89%,3554960,118.5
2313,華通,0.87%,4685000,87.8
8358,金居,0.86%,1668000,245.0
5536,聖暉*,0.85%,512000,791.0
3711,日月光投控,0.77%,1592000,229.5
6191,精成科,0.75%,3088000,116.0
3533,嘉澤,0.69%,252000,1305.0
1303,南亞,0.57%,4519000,59.9
5347,世界,0.57%,2793000,96.3
3515,華擎,0.53%,1004000,250.0
4958,臻鼎-KY,0.51%,1738000,139.0
2354,鴻準,0.49%,3809000,61.3
3211,順達,0.39%,555000,332.0
1319,東陽,0.31%,1574000,94.7
6515,穎崴,0.27%,48000,2625.0
3081,聯亞,0.13%,102000,585.0
3217,優群,0.10%,306000,163.0
3044,健鼎,0.09%,143000,303.0
6510,精測,0.01%,2000,2300.0
2327,國巨*,0.00%,1000,222.0
2357,華碩,0.00%,1000,550.0
2439,美律,0.00%,1000,96.7
2884,玉山金,0.00%,1010,33.55
3008,大立光,0.00%,1000,2060.0
3045,台灣大,0.00%,1000,106.0
3583,辛耘,0.00%,1000,325.0
8996,高力,0.00%,1000,512.0
