股票代號,股票名稱,持股權重,股數,收盤價
2330,台積電,9.54%,2635000,1505.0
6669,緯穎,6.72%,617000,4525.0
2383,台光電,6.47%,1682000,1600.0
3017,奇鋐,6.26%,1826000,1425.0
2368,金像電,5.72%,3858000,616.0
2345,智邦,5.71%,2176000,1090.0
2308,台達電,5.55%,2383000,968.0
3665,貿聯-KY,5.36%,1460848,1525.0
6223,旺矽,4.98%,869000,2380.0
3653,健策,4.38%,624000,2920.0
2317,鴻海,3.88%,6902000,233.5
6274,台燿,3.49%,3356000,432.0
2449,京元電子,3.10%,5619000,229.0
2454,聯發科,3.09%,880000,1460.0
6805,富世達,3.07%,831000,1535.0
8210,勤誠,2.45%,1132000,899.0
6139,亞翔,1.89%,1549000,508.0
3661,世芯-KY,1.69%,209000,3370.0
2059,川湖,1.55%,178000,3615.0
5274,信驊,1.37%,85000,6710.0
3231,緯創,1.10%,3090000,147.5
8358,金居,1.09%,1621000,279.0
5536,聖暉*,0.93%,496000,780.0
3711,日月光投控,0.91%,1552000,244.5
3715,定穎投控,0.86%,3051000,117.0
6191,精成科,0.86%,2968000,120.0
3533,嘉澤,0.80%,246000,1345.0
2404,漢唐,0.68%,321000,877.0
1303,南亞,0.61%,4130000,61.4
4958,臻鼎-KY,0.61%,1736000,146.5
2354,鴻準,0.59%,3807000,64.7
3515,華擎,0.59%,1002000,244.5
3081,聯亞,0.51%,351000,599.0
3211,順達,0.32%,490000,272.0
6515,穎崴,0.30%,46000,2685.0
5347,世界,0.16%,715000,92.6
1319,東陽,0.12%,574000,90.2
3044,健鼎,0.07%,93000,312.5
3217,優群,0.07%,172000,161.5
3008,大立光,0.01%,1000,2085.0
1560,中砂,0.00%,1000,355.0
2327,國巨*,0.00%,1000,245.5
2357,華碩,0.00%,1000,595.0
2439,美律,0.00%,1000,98.8
2884,玉山金,0.00%,1010,32.1
3045,台灣大,0.00%,1000,104.5
3583,辛耘,0.00%,1000,332.0
6510,精測,0.00%,1000,1965.0
8299,群聯,0.00%,1000,1125.0
8996,高力,0.00%,1000,510.0
