股票代號,股票名稱,持股權重,股數,收盤價
2330,台積電,9.96%,1450000,1415.0
3017,奇鋐,6.70%,1189000,1160.0
2345,智邦,6.66%,1325000,1035.0
3665,貿聯-KY,6.38%,1199848,1095.0
2308,台達電,5.34%,1067000,1030.0
2383,台光電,5.30%,910000,1200.0
2368,金像電,4.18%,2023000,425.5
6223,旺矽,4.18%,511000,1685.0
2317,鴻海,4.02%,3891000,213.0
6669,緯穎,3.50%,210000,3430.0
2059,川湖,3.43%,190000,3720.0
3653,健策,3.36%,311000,2225.0
3661,世芯-KY,3.31%,202000,3370.0
2449,京元電子,3.28%,3979000,170.0
6805,富世達,3.16%,564000,1155.0
6274,台燿,3.12%,1920000,334.5
8210,勤誠,2.48%,831000,615.0
1303,南亞,1.82%,8959000,41.9
3231,緯創,1.78%,2521000,145.5
3533,嘉澤,1.69%,239000,1460.0
5274,信驊,1.63%,61000,5515.0
3406,玉晶光,1.46%,727000,412.5
4966,譜瑞-KY,1.44%,385000,772.0
3376,新日興,1.36%,1236000,227.0
2354,鴻準,1.08%,3284000,67.6
3515,華擎,0.88%,607000,298.5
6191,精成科,0.83%,1511000,112.5
1560,中砂,0.80%,510000,322.5
3037,欣興,0.80%,1069000,153.5
3711,日月光投控,0.72%,862000,173.0
3211,順達,0.66%,410000,333.0
8299,群聯,0.57%,139000,846.0
8996,高力,0.48%,236000,419.0
5536,聖暉*,0.43%,107000,831.0
5347,世界,0.26%,538000,99.5
4770,上品,0.17%,129000,272.5
2884,玉山金,0.10%,645010,32.5
3045,台灣大,0.02%,43000,110.5
2454,聯發科,0.01%,1000,1315.0
3008,大立光,0.01%,1000,2320.0
6515,穎崴,0.01%,1000,2270.0
2344,華邦電,0.00%,1000,43.0
2357,華碩,0.00%,1000,697.0
2439,美律,0.00%,1000,101.5
3217,優群,0.00%,1000,179.0
3264,欣銓,0.00%,1000,78.8
3583,辛耘,0.00%,1000,377.0
4958,臻鼎-KY,0.00%,1000,159.5
6139,亞翔,0.00%,1000,424.0
6472,保瑞,0.00%,1000,649.0
