股票代號,股票名稱,持股權重,股數,收盤價
2330,台積電,9.77%,1688000,1260.0
3665,貿聯-KY,6.31%,1249848,1100.0
2345,智邦,6.24%,1229000,1105.0
2383,台光電,5.72%,926000,1345.0
3017,奇鋐,4.89%,1014000,1050.0
2308,台達電,4.58%,1191000,837.0
2449,京元電子,4.56%,5977000,166.0
6669,緯穎,4.20%,282000,3240.0
3653,健策,4.12%,388000,2310.0
2368,金像電,3.69%,1650000,487.0
6223,旺矽,3.61%,527000,1490.0
3661,世芯-KY,3.52%,202000,3790.0
2357,華碩,3.34%,1030000,707.0
2454,聯發科,2.88%,423000,1485.0
6274,台燿,2.75%,1911000,313.0
4958,臻鼎-KY,2.63%,3389000,169.0
8210,勤誠,2.32%,822000,615.0
6805,富世達,1.94%,414000,1020.0
2059,川湖,1.80%,114000,3430.0
3533,嘉澤,1.73%,238000,1580.0
2884,玉山金,1.58%,10133010,33.85
8046,南電,1.55%,1832000,184.0
3583,辛耘,1.48%,888000,362.5
3131,弘塑,1.33%,206000,1405.0
3231,緯創,1.32%,2391000,120.0
4966,譜瑞-KY,1.12%,308000,793.0
2354,鴻準,1.06%,3245000,71.4
2317,鴻海,0.99%,987000,217.5
6472,保瑞,0.99%,304000,706.0
3529,力旺,0.95%,91000,2265.0
3376,新日興,0.83%,800000,226.0
3264,欣銓,0.65%,1686000,84.4
3711,日月光投控,0.65%,852000,167.0
4770,上品,0.58%,411000,305.0
3406,玉晶光,0.48%,253000,415.5
3515,華擎,0.47%,332000,305.5
5347,世界,0.28%,663000,90.7
8996,高力,0.28%,176000,340.5
2886,兆豐金,0.16%,818000,41.55
2618,長榮航,0.07%,430000,37.75
1210,大成,0.06%,254000,53.1
3008,大立光,0.02%,2000,2300.0
3045,台灣大,0.02%,43000,107.5
6515,穎崴,0.01%,1000,1600.0
2439,美律,0.00%,1000,101.0
3211,順達,0.00%,1000,406.0
3217,優群,0.00%,1000,177.5
6139,亞翔,0.00%,1000,370.5
6278,台表科,0.00%,1000,105.0
6757,台灣虎航,0.00%,1000,87.0
