股票代號,股票名稱,持股權重,股數,收盤價
2330,台積電,9.71%,10740000,2205.0
2383,台光電,8.34%,4715000,4315.0
2454,聯發科,6.89%,5200000,3235.0
3037,欣興,5.23%,17833000,716.0
2345,智邦,5.09%,6419000,1935.0
6669,緯穎,4.92%,2449000,4900.0
6223,旺矽,4.81%,2443000,4800.0
2327,國巨*,4.76%,25437000,456.5
3017,奇鋐,4.75%,5496000,2110.0
2303,聯電,3.95%,87718000,110.0
3665,貿聯-KY,3.83%,4898848,1910.0
2308,台達電,3.54%,5642000,1530.0
3711,日月光投控,3.38%,16327000,505.0
8046,南電,3.27%,9519000,837.0
3653,健策,2.95%,2297000,3135.0
5274,信驊,2.46%,454900,13205.0
2368,金像電,2.24%,7579000,721.0
6274,台燿,2.16%,5229000,1010.0
6805,富世達,0.99%,1957000,1230.0
8210,勤誠,0.90%,2297000,951.0
2449,京元電子,0.63%,7543450,203.5
6187,萬潤,0.46%,1334000,845.0
1590,亞德客-KY,0.29%,528000,1340.0
4979,華星光,0.27%,1874000,346.5
6510,精測,0.27%,289000,2270.0
4958,臻鼎-KY,0.26%,1682000,376.0
6515,穎崴,0.20%,93000,5290.0
6278,台表科,0.19%,3610000,130.5
6271,同欣電,0.15%,2470000,149.0
6147,頎邦,0.14%,2822000,118.5
6191,精成科,0.13%,3988000,77.4
2408,南亞科,0.13%,940000,328.0
3376,新日興,0.11%,1741000,160.0
3264,欣銓,0.10%,1508000,161.0
5439,高技,0.04%,526000,185.5
2002,中鋼,0.04%,5163000,18.95
4966,譜瑞-KY,0.03%,140000,532.0
8996,高力,0.00%,1000,778.0
8358,金居,0.00%,1000,271.0
3661,世芯-KY,0.00%,1000,2785.0
3443,創意,0.00%,1000,3460.0
2439,美律,0.00%,1000,80.9
3008,大立光,0.00%,1000,3715.0
2382,廣達,0.00%,1000,279.0
3533,嘉澤,0.00%,1000,1690.0
6488,環球晶,0.00%,1000,778.0
2313,華通,0.00%,1000,154.0
8150,南茂,0.00%,1000,66.0
2317,鴻海,0.00%,1000,229.5
5347,世界,0.00%,1000,138.0
2481,強茂,0.00%,5000,107.0
