股票代號,股票名稱,持股權重,股數,收盤價
2330,台積電,9.68%,2635000,1495.0
6669,緯穎,7.02%,617000,4630.0
3017,奇鋐,6.21%,1826000,1385.0
2383,台光電,5.96%,1633000,1485.0
2308,台達電,5.73%,2383000,979.0
2368,金像電,5.57%,3858000,588.0
3665,貿聯-KY,5.44%,1460848,1515.0
6223,旺矽,4.81%,869000,2255.0
2345,智邦,4.77%,1988000,977.0
3653,健策,4.63%,624000,3020.0
2317,鴻海,3.93%,6902000,232.0
6274,台燿,3.47%,3356000,421.0
6805,富世達,3.21%,831000,1570.0
2449,京元電子,3.15%,5619000,228.0
2454,聯發科,3.11%,880000,1440.0
8210,勤誠,2.60%,1132000,936.0
6139,亞翔,1.83%,1549000,480.0
3661,世芯-KY,1.60%,209000,3120.0
2059,川湖,1.55%,178000,3535.0
3231,緯創,1.30%,3559000,149.0
5274,信驊,1.22%,76000,6515.0
3711,日月光投控,0.91%,1552000,237.5
6191,精成科,0.89%,2968000,122.0
5536,聖暉*,0.87%,496000,718.0
3533,嘉澤,0.77%,246000,1270.0
3715,定穎投控,0.76%,2645000,117.0
8358,金居,0.71%,1184000,244.0
1303,南亞,0.64%,4130000,63.4
4958,臻鼎-KY,0.63%,1736000,147.0
2354,鴻準,0.61%,3807000,65.7
3515,華擎,0.61%,1002000,248.0
3081,聯亞,0.49%,351000,563.0
1560,中砂,0.37%,414000,361.0
3211,順達,0.31%,490000,256.0
6515,穎崴,0.28%,46000,2520.0
5347,世界,0.16%,715000,92.5
1319,東陽,0.13%,574000,94.7
3044,健鼎,0.07%,93000,301.0
3217,優群,0.07%,172000,166.0
3008,大立光,0.01%,1000,2100.0
2327,國巨*,0.00%,1000,237.0
2357,華碩,0.00%,1000,602.0
2439,美律,0.00%,1000,101.0
2884,玉山金,0.00%,1010,32.0
3037,欣興,0.00%,1000,220.5
3045,台灣大,0.00%,1000,105.0
3583,辛耘,0.00%,1000,325.0
6510,精測,0.00%,1000,1880.0
8299,群聯,0.00%,1000,1155.0
8996,高力,0.00%,1000,495.0
