股票代號,股票名稱,持股權重,股數,收盤價
2330,台積電,10.03%,1600000,1365.0
2345,智邦,6.56%,1330000,1075.0
3017,奇鋐,6.01%,1190000,1100.0
3665,貿聯-KY,5.68%,1207848,1025.0
2383,台光電,5.50%,925000,1295.0
6669,緯穎,4.60%,302000,3315.0
6223,旺矽,4.22%,533000,1725.0
2368,金像電,4.05%,2028000,435.0
2317,鴻海,4.03%,3896000,225.5
2308,台達電,3.75%,914000,894.0
3653,健策,3.54%,312000,2470.0
2449,京元電子,3.46%,4496000,167.5
3661,世芯-KY,3.06%,203000,3285.0
6274,台燿,2.90%,1921000,328.5
2357,華碩,2.80%,892000,684.0
2059,川湖,2.74%,179000,3340.0
6805,富世達,2.38%,515000,1005.0
8210,勤誠,2.32%,832000,608.0
3533,嘉澤,1.73%,240000,1570.0
5274,信驊,1.58%,62000,5550.0
3376,新日興,1.48%,1237000,260.0
3231,緯創,1.44%,2099000,149.5
4966,譜瑞-KY,1.31%,386000,740.0
3406,玉晶光,1.14%,585000,425.5
1303,南亞,1.08%,6080000,38.65
2354,鴻準,1.07%,3285000,71.0
6472,保瑞,0.98%,307000,692.0
3529,力旺,0.83%,91000,1980.0
6191,精成科,0.82%,1512000,118.0
1560,中砂,0.80%,511000,342.5
3037,欣興,0.75%,1069000,153.0
3211,順達,0.69%,410000,366.0
5347,世界,0.69%,1498000,101.0
3711,日月光投控,0.65%,862000,164.5
2454,聯發科,0.61%,104000,1280.0
3583,辛耘,0.51%,294000,378.5
8996,高力,0.43%,236000,395.0
3515,華擎,0.42%,332000,277.5
4770,上品,0.33%,241000,298.0
2884,玉山金,0.10%,645010,33.0
3008,大立光,0.02%,2000,2360.0
3045,台灣大,0.02%,43000,108.5
3131,弘塑,0.01%,1000,1505.0
6515,穎崴,0.01%,1000,2270.0
2344,華邦電,0.00%,1000,36.0
2439,美律,0.00%,1000,100.0
3217,優群,0.00%,1000,178.5
3264,欣銓,0.00%,1000,82.5
4958,臻鼎-KY,0.00%,1000,160.0
6139,亞翔,0.00%,1000,377.0
