股票代號,股票名稱,持股權重,股數,收盤價
2330,台積電,8.92%,9693000,2180.0
2383,台光電,8.29%,4425000,4440.0
2345,智邦,5.62%,6031000,2210.0
2308,台達電,5.50%,6024000,2165.0
3665,貿聯-KY,5.38%,4583848,2780.0
3653,健策,5.21%,2267000,5445.0
8046,南電,4.88%,12637000,916.0
2454,聯發科,4.74%,4363000,2575.0
2368,金像電,4.73%,8240000,1360.0
3017,奇鋐,4.67%,3902000,2835.0
6223,旺矽,3.94%,1886000,4945.0
6669,緯穎,3.59%,1754000,4845.0
3037,欣興,3.15%,9287000,803.0
5274,信驊,2.84%,406000,16555.0
2327,國巨*,2.30%,16954000,322.0
3711,日月光投控,1.97%,9536000,488.5
6805,富世達,1.83%,2099000,2070.0
6515,穎崴,1.68%,391000,10185.0
2449,京元電子,1.52%,12719000,283.5
6510,精測,1.42%,930000,3630.0
2303,聯電,1.26%,40054000,74.5
3661,世芯-KY,1.25%,738000,4005.0
6274,台燿,1.24%,3019000,975.0
3189,景碩,1.15%,5358000,508.0
2317,鴻海,1.02%,10727000,225.0
8358,金居,0.87%,5558000,369.5
8210,勤誠,0.53%,1117000,1120.0
6147,頎邦,0.53%,7884000,158.0
5439,高技,0.51%,3130000,386.5
3443,創意,0.47%,271000,4120.0
2404,漢唐,0.44%,1091000,959.0
3264,欣銓,0.41%,4897000,199.5
1590,亞德客-KY,0.31%,500000,1490.0
8996,高力,0.26%,535000,1140.0
7769,鴻勁,0.22%,98000,5220.0
2337,旺宏,0.21%,2910000,167.0
6191,精成科,0.17%,3986000,102.5
2481,強茂,0.16%,3652000,101.0
3376,新日興,0.15%,1681000,205.0
2313,華通,0.13%,1343000,230.0
6415,矽力*-KY,0.11%,660000,393.0
4966,譜瑞-KY,0.09%,371000,568.0
3217,優群,0.06%,830000,168.5
1303,南亞,0.05%,1374000,91.6
2002,中鋼,0.04%,5161000,19.0
1319,東陽,0.02%,509000,74.8
2357,華碩,0.00%,16000,588.0
1815,富喬,0.00%,107000,110.5
2439,美律,0.00%,16000,88.4
4979,華星光,0.00%,1000,560.0
5347,世界,0.00%,62000,144.0
