股票代號,股票名稱,持股權重,股數,收盤價
2330,台積電,9.65%,2913000,1820.0
8299,群聯,7.69%,1848000,2285.0
2308,台達電,7.21%,3094000,1280.0
3017,奇鋐,6.11%,2290000,1465.0
2345,智邦,5.38%,2526000,1170.0
6274,台燿,5.30%,5399000,539.0
6669,緯穎,4.87%,722000,3705.0
2383,台光電,4.68%,1352000,1900.0
6223,旺矽,4.65%,962000,2655.0
3653,健策,4.64%,908000,2810.0
3665,貿聯-KY,3.89%,1483848,1440.0
2368,金像電,3.67%,2797000,720.0
2327,國巨*,3.40%,6551000,285.5
3661,世芯-KY,2.81%,458000,3370.0
6805,富世達,2.76%,1016000,1490.0
8046,南電,2.73%,3788000,396.0
8210,勤誠,2.70%,1563000,948.0
5274,信驊,2.28%,142000,8840.0
6139,亞翔,1.73%,1610000,589.0
6515,穎崴,1.64%,225000,4015.0
3037,欣興,1.25%,1866000,367.5
3533,嘉澤,1.03%,376000,1505.0
8358,金居,0.92%,1826000,275.5
1815,富喬,0.77%,4454000,94.8
2059,川湖,0.72%,117000,3380.0
6488,環球晶,0.71%,766000,509.0
6191,精成科,0.67%,3238000,114.0
1319,東陽,0.53%,2563000,113.0
2313,華通,0.47%,1473000,176.0
5269,祥碩,0.43%,172000,1375.0
6415,矽力*-KY,0.43%,814000,287.5
3211,順達,0.35%,570000,341.0
3376,新日興,0.29%,727000,219.0
6510,精測,0.27%,47000,3155.0
1802,台玻,0.20%,2065000,52.0
3217,優群,0.10%,326000,162.0
3008,大立光,0.01%,3000,2440.0
2357,華碩,0.00%,2000,510.0
8996,高力,0.00%,1000,776.0
2439,美律,0.00%,2000,105.0
3045,台灣大,0.00%,2000,106.0
2454,聯發科,0.00%,1000,1780.0
5536,聖暉*,0.00%,1000,658.0
2884,玉山金,0.00%,2010,33.5
2449,京元電子,0.00%,1000,311.0
2317,鴻海,0.00%,1000,225.5
3715,定穎投控,0.00%,1960,150.0
1303,南亞,0.00%,1000,80.5
3583,辛耘,0.00%,2000,351.0
3711,日月光投控,0.00%,2000,314.0
