股票代號,股票名稱,持股權重,股數,收盤價
2330,台積電,9.80%,3176000,1585.0
2383,台光電,6.43%,2077000,1590.0
6669,緯穎,6.19%,710000,4480.0
3017,奇鋐,6.14%,2166000,1455.0
2345,智邦,5.30%,2377000,1145.0
2368,金像電,5.11%,4078000,643.0
2308,台達電,5.04%,2602000,995.0
6223,旺矽,4.85%,1103000,2260.0
3665,貿聯-KY,4.64%,1562848,1525.0
6274,台燿,4.57%,4877000,481.5
2317,鴻海,3.83%,8470000,232.0
3653,健策,3.82%,758000,2590.0
2454,聯發科,3.54%,1238000,1470.0
3661,世芯-KY,3.16%,446000,3635.0
8299,群聯,3.05%,1085000,1445.0
6805,富世達,3.04%,1016000,1535.0
8210,勤誠,2.78%,1498000,954.0
2449,京元電子,2.14%,4104000,267.5
5274,信驊,2.01%,142000,7255.0
2059,川湖,1.56%,232000,3460.0
2404,漢唐,1.51%,806000,960.0
8358,金居,0.94%,1668000,290.0
2313,華通,0.87%,4735000,94.6
5536,聖暉*,0.76%,513000,762.0
6191,精成科,0.68%,3138000,110.5
3533,嘉澤,0.64%,253000,1295.0
1303,南亞,0.59%,5323000,57.0
6139,亞翔,0.52%,470000,565.0
3715,定穎投控,0.50%,2002960,127.0
4958,臻鼎-KY,0.48%,1739000,140.5
3211,順達,0.37%,570000,329.0
3515,華擎,0.35%,717000,249.0
2354,鴻準,0.31%,2567000,61.5
1319,東陽,0.30%,1575000,97.7
6515,穎崴,0.29%,51000,2895.0
3231,緯創,0.17%,550000,155.0
5347,世界,0.17%,958000,92.3
2327,國巨*,0.16%,339000,241.0
3217,優群,0.10%,326000,161.0
8996,高力,0.06%,51000,569.0
3008,大立光,0.02%,3000,2585.0
6510,精測,0.01%,2000,2295.0
3044,健鼎,0.00%,1000,312.5
2357,華碩,0.00%,2000,555.0
2439,美律,0.00%,2000,95.8
3045,台灣大,0.00%,2000,108.0
3081,聯亞,0.00%,1000,640.0
2884,玉山金,0.00%,2010,34.1
3583,辛耘,0.00%,2000,339.0
3711,日月光投控,0.00%,2000,258.0
