股票代號,股票名稱,持股權重,股數,收盤價
2330,台積電,9.76%,11960000,2390.0
2327,國巨*,9.64%,25098000,1125.0
2383,台光電,8.64%,4486000,5640.0
2454,聯發科,7.42%,5037000,4310.0
6223,旺矽,5.55%,2352000,6905.0
2303,聯電,5.28%,86550000,178.5
2345,智邦,5.15%,6334000,2380.0
3037,欣興,5.13%,14735000,1020.0
3017,奇鋐,4.44%,5191000,2505.0
2308,台達電,3.80%,5614000,1980.0
6669,緯穎,3.75%,2417000,4545.0
2368,金像電,3.52%,8315000,1240.0
8046,南電,3.18%,8917000,1045.0
3665,貿聯-KY,3.17%,4833848,1920.0
3711,日月光投控,3.10%,14158000,641.0
6274,台燿,2.94%,5058000,1700.0
3653,健策,2.62%,2267000,3390.0
5274,信驊,2.26%,379000,17425.0
6510,精測,1.09%,930000,3430.0
6805,富世達,1.08%,1811000,1750.0
8210,勤誠,0.99%,2267000,1285.0
6515,穎崴,0.97%,313000,9100.0
2449,京元電子,0.74%,6484000,334.5
3533,嘉澤,0.65%,852000,2225.0
2317,鴻海,0.64%,7307000,257.5
6147,頎邦,0.52%,6275000,240.5
6187,萬潤,0.50%,1334000,1105.0
5439,高技,0.39%,3528000,323.0
4966,譜瑞-KY,0.37%,1642000,658.0
6278,台表科,0.30%,4334000,205.0
6271,同欣電,0.28%,2966000,271.5
1590,亞德客-KY,0.25%,530000,1390.0
8358,金居,0.21%,980000,630.0
8996,高力,0.18%,354000,1460.0
6191,精成科,0.14%,3988000,99.3
3264,欣銓,0.12%,1508000,228.0
3376,新日興,0.12%,1741000,200.5
6488,環球晶,0.12%,350000,1040.0
2002,中鋼,0.03%,5163000,19.05
3661,世芯-KY,0.00%,1000,4230.0
1815,富喬,0.00%,107000,107.0
3443,創意,0.00%,1000,4850.0
2439,美律,0.00%,18000,91.6
3008,大立光,0.00%,1000,5165.0
4958,臻鼎-KY,0.00%,1000,602.0
2382,廣達,0.00%,1000,366.5
2313,華通,0.00%,1000,233.0
8150,南茂,0.00%,1000,96.0
5347,世界,0.00%,1000,220.0
2481,強茂,0.00%,5000,192.0
