股票代號,股票名稱,持股權重,股數,收盤價
2330,台積電,9.16%,2635000,1480.0
6669,緯穎,6.38%,617000,4405.0
2383,台光電,6.34%,1682000,1605.0
3017,奇鋐,6.11%,1826000,1425.0
2345,智邦,5.90%,2176000,1155.0
2368,金像電,5.60%,3858000,618.0
3665,貿聯-KY,5.27%,1460848,1535.0
2308,台達電,5.25%,2383000,938.0
6223,旺矽,4.85%,869000,2375.0
3653,健策,4.39%,624000,2995.0
2317,鴻海,3.68%,6902000,227.0
6274,台燿,3.49%,3356000,443.0
6805,富世達,3.13%,831000,1605.0
2449,京元電子,3.04%,5619000,230.0
2454,聯發科,2.90%,880000,1405.0
8210,勤誠,2.43%,1132000,915.0
6139,亞翔,2.03%,1549000,559.0
2059,川湖,1.69%,192000,3740.0
3661,世芯-KY,1.58%,209000,3220.0
5274,信驊,1.34%,85000,6725.0
3231,緯創,1.04%,3090000,143.5
8358,金居,1.02%,1621000,268.5
3715,定穎投控,0.97%,3450000,120.0
5536,聖暉*,0.96%,496000,827.0
3711,日月光投控,0.89%,1552000,243.5
2404,漢唐,0.86%,385000,946.0
6191,精成科,0.82%,2968000,118.0
3533,嘉澤,0.75%,246000,1300.0
3515,華擎,0.59%,1002000,252.5
4958,臻鼎-KY,0.58%,1736000,143.0
2354,鴻準,0.57%,3807000,63.7
3081,聯亞,0.50%,351000,612.0
3211,順達,0.33%,490000,283.0
6515,穎崴,0.30%,46000,2800.0
5347,世界,0.15%,715000,90.8
1319,東陽,0.12%,574000,89.9
3044,健鼎,0.07%,93000,309.0
3217,優群,0.07%,172000,163.0
6510,精測,0.01%,1000,2160.0
1303,南亞,0.00%,1000,61.1
1560,中砂,0.00%,1000,369.0
2327,國巨*,0.00%,1000,237.5
2357,華碩,0.00%,1000,588.0
2439,美律,0.00%,1000,99.7
2884,玉山金,0.00%,1010,32.8
3008,大立光,0.00%,1000,2060.0
3045,台灣大,0.00%,1000,105.5
3583,辛耘,0.00%,1000,337.0
8299,群聯,0.00%,1000,1125.0
8996,高力,0.00%,1000,515.0
