股票代號,股票名稱,持股權重,股數,收盤價
2330,台積電,8.68%,1401000,1160.0
3665,貿聯-KY,6.18%,1076848,1075.0
2308,台達電,5.80%,1528000,711.0
2383,台光電,5.51%,846000,1220.0
2345,智邦,5.33%,983000,1015.0
3017,奇鋐,5.29%,980000,1010.0
2368,金像電,5.01%,1858000,505.0
3661,世芯-KY,5.00%,231000,4055.0
2454,聯發科,4.24%,580000,1370.0
4958,臻鼎-KY,4.19%,3998000,196.5
3653,健策,3.94%,352000,2095.0
8046,南電,3.76%,3199000,220.0
2449,京元電子,2.90%,3481000,156.0
6274,台燿,2.86%,1458000,368.0
8210,勤誠,2.48%,762000,609.0
6223,旺矽,2.47%,333000,1390.0
2884,玉山金,2.41%,13477010,33.45
2357,華碩,2.35%,696000,632.0
6805,富世達,2.05%,336000,1140.0
3583,辛耘,1.68%,808000,390.0
3131,弘塑,1.50%,186000,1515.0
8028,昇陽半導體,1.29%,1499000,161.5
3533,嘉澤,1.24%,159000,1455.0
6139,亞翔,1.22%,648000,353.0
3376,新日興,1.13%,800000,264.0
1560,中砂,1.11%,593000,349.0
6669,緯穎,0.76%,48000,2965.0
2481,強茂,0.75%,2175000,64.4
4966,譜瑞-KY,0.67%,161000,781.0
3231,緯創,0.60%,998000,113.0
4770,上品,0.55%,360000,287.5
3443,創意,0.53%,74000,1330.0
3008,大立光,0.41%,32000,2405.0
2059,川湖,0.39%,24000,3025.0
6143,振曜,0.39%,604000,122.0
6472,保瑞,0.30%,76000,727.0
1210,大成,0.21%,754000,53.1
2886,兆豐金,0.17%,818000,40.05
3217,優群,0.16%,171000,173.0
5347,世界,0.11%,232000,91.5
2618,長榮航,0.09%,430000,38.85
6757,台灣虎航,0.06%,142000,83.5
3045,台灣大,0.02%,43000,106.5
6515,穎崴,0.01%,1000,1375.0
2317,鴻海,0.00%,1000,203.5
2439,美律,0.00%,1000,107.5
2891,中信金,0.00%,1000,41.15
3605,宏致,0.00%,1000,75.6
6278,台表科,0.00%,1000,107.5
8996,高力,0.00%,1000,387.0
