股票代號,股票名稱,持股權重,股數,收盤價
2330,台積電,9.48%,5428000,1855.0
2383,台光電,7.56%,2807000,2860.0
2308,台達電,6.08%,4379000,1475.0
3017,奇鋐,6.01%,3026000,2110.0
3653,健策,5.93%,1595000,3950.0
2368,金像電,5.88%,6607000,946.0
2345,智邦,5.70%,3646000,1660.0
3665,貿聯-KY,5.49%,3052848,1910.0
6223,旺矽,5.26%,1414000,3950.0
8046,南電,3.41%,6307000,574.0
3037,欣興,3.41%,7410000,488.5
5274,信驊,3.39%,318000,11315.0
2327,國巨*,2.62%,11083000,251.5
3711,日月光投控,2.09%,6159000,361.0
2449,京元電子,1.98%,7512000,280.5
6510,精測,1.91%,604000,3355.0
6805,富世達,1.87%,1030000,1925.0
6515,穎崴,1.84%,268000,7290.0
1303,南亞,1.46%,19743000,78.7
3211,順達,1.36%,4086000,352.5
8210,勤誠,1.05%,1240000,899.0
6274,台燿,1.04%,1773000,623.0
3189,景碩,0.83%,2657000,332.0
6139,亞翔,0.77%,1559000,525.0
3661,世芯-KY,0.71%,275000,2730.0
2454,聯發科,0.70%,508000,1465.0
5347,世界,0.65%,5845000,118.0
3443,創意,0.59%,267000,2355.0
6488,環球晶,0.58%,1478000,413.5
2404,漢唐,0.47%,595000,834.0
3264,欣銓,0.45%,2870000,166.0
8358,金居,0.45%,1955000,243.0
8996,高力,0.44%,515000,908.0
1326,台化,0.38%,9001000,45.3
4979,華星光,0.37%,1037000,375.5
6187,萬潤,0.33%,388000,891.0
6191,精成科,0.29%,3402000,90.8
3376,新日興,0.26%,1428000,196.0
6669,緯穎,0.24%,76000,3420.0
3324,雙鴻,0.14%,160000,920.0
1319,東陽,0.12%,1504000,82.0
2002,中鋼,0.09%,4929000,19.5
3217,優群,0.07%,477000,153.5
3008,大立光,0.02%,10000,2190.0
2357,華碩,0.00%,8000,567.0
1815,富喬,0.00%,5000,98.7
2439,美律,0.00%,8000,85.3
3045,台灣大,0.00%,8000,109.5
2313,華通,0.00%,7000,266.0
3583,辛耘,0.00%,8000,465.0
