股票代號,股票名稱,持股權重,股數,收盤價
2330,台積電,9.11%,5518000,2000.0
2383,台光電,8.08%,2861000,3420.0
2308,台達電,6.27%,4379000,1735.0
2368,金像電,5.94%,6607000,1090.0
3653,健策,5.77%,1694000,4125.0
3017,奇鋐,5.66%,3026000,2265.0
3665,貿聯-KY,5.54%,3052848,2200.0
2345,智邦,5.52%,3646000,1835.0
6223,旺矽,5.39%,1414000,4620.0
3037,欣興,4.82%,9147000,638.0
8046,南電,4.51%,8189000,667.0
5274,信驊,3.30%,318000,12580.0
2327,國巨*,2.61%,11083000,285.0
3711,日月光投控,2.00%,6159000,393.0
6274,台燿,1.78%,2670000,808.0
6515,穎崴,1.75%,268000,7930.0
6805,富世達,1.74%,1130000,1865.0
6510,精測,1.74%,604000,3485.0
2449,京元電子,1.72%,7512000,277.5
1303,南亞,1.33%,19743000,81.6
3211,順達,1.26%,4086000,375.0
3189,景碩,0.84%,2657000,381.0
6139,亞翔,0.82%,1559000,636.0
6147,頎邦,0.67%,7692000,106.0
2454,聯發科,0.66%,508000,1575.0
8358,金居,0.62%,2750000,273.5
5347,世界,0.62%,5845000,129.0
3443,創意,0.59%,267000,2665.0
3661,世芯-KY,0.58%,233000,3025.0
2404,漢唐,0.58%,764000,926.0
6488,環球晶,0.54%,1330000,490.5
3264,欣銓,0.45%,2870000,189.0
8996,高力,0.44%,515000,1040.0
4979,華星光,0.38%,1037000,449.5
1326,台化,0.34%,9001000,45.45
6187,萬潤,0.31%,388000,974.0
3583,辛耘,0.29%,526000,673.0
6191,精成科,0.28%,3402000,99.1
3376,新日興,0.24%,1428000,206.5
6669,緯穎,0.23%,76000,3630.0
2481,強茂,0.14%,1636000,101.0
3324,雙鴻,0.13%,160000,990.0
2002,中鋼,0.08%,4929000,20.05
1319,東陽,0.07%,982000,80.5
3217,優群,0.06%,477000,155.5
3008,大立光,0.02%,10000,2310.0
8210,勤誠,0.02%,34000,890.0
2357,華碩,0.00%,8000,578.0
1815,富喬,0.00%,5000,110.0
2439,美律,0.00%,8000,86.0
3045,台灣大,0.00%,8000,110.0
2313,華通,0.00%,7000,286.0
