股票代號,股票名稱,持股權重,股數,收盤價
2330,台積電,10.17%,3065000,1740.0
3017,奇鋐,5.94%,2290000,1360.0
2345,智邦,5.92%,2526000,1230.0
2308,台達電,5.75%,2679000,1125.0
6669,緯穎,5.27%,722000,3825.0
2368,金像電,5.02%,3885000,677.0
8299,群聯,4.89%,1358000,1890.0
6274,台燿,4.76%,5074000,492.0
2383,台光電,4.65%,1499000,1625.0
6223,旺矽,4.22%,962000,2300.0
3665,貿聯-KY,3.96%,1483848,1400.0
3653,健策,3.52%,767000,2410.0
3661,世芯-KY,2.92%,458000,3340.0
8210,勤誠,2.68%,1513000,928.0
2327,國巨*,2.59%,4804000,283.0
6805,富世達,2.56%,1016000,1320.0
5274,信驊,2.36%,142000,8700.0
2454,聯發科,2.10%,733000,1505.0
0050,元大台灣50,1.49%,10871000,72.0
2313,華通,1.36%,5013000,142.0
2317,鴻海,1.31%,2937000,234.5
2337,旺宏,1.14%,8886000,67.0
8358,金居,1.05%,2026000,272.0
1303,南亞,1.01%,7149000,73.8
3533,嘉澤,0.98%,376000,1370.0
2059,川湖,0.96%,147000,3410.0
6515,穎崴,0.91%,135000,3535.0
6139,亞翔,0.74%,668000,584.0
0052,富邦科技,0.74%,9274000,42.07
6191,精成科,0.73%,3238000,117.5
5269,祥碩,0.65%,262000,1300.0
8046,南電,0.57%,1032000,289.5
1319,東陽,0.55%,2563000,112.0
1815,富喬,0.50%,2638000,98.8
3037,欣興,0.43%,822000,274.0
1605,華新,0.36%,4454000,42.95
3211,順達,0.31%,570000,285.0
6488,環球晶,0.29%,321000,479.0
3376,新日興,0.19%,454000,218.0
1802,台玻,0.16%,2065000,41.8
3217,優群,0.10%,326000,166.5
5536,聖暉*,0.03%,17000,788.0
3008,大立光,0.01%,3000,2430.0
6510,精測,0.01%,2000,2395.0
2357,華碩,0.00%,2000,510.0
8996,高力,0.00%,1000,680.0
2439,美律,0.00%,2000,106.5
4958,臻鼎-KY,0.00%,1000,174.0
3045,台灣大,0.00%,2000,108.0
2884,玉山金,0.00%,2010,32.65
2449,京元電子,0.00%,1000,273.5
3715,定穎投控,0.00%,1960,134.5
3583,辛耘,0.00%,2000,331.0
3711,日月光投控,0.00%,2000,303.5
